Title,Call_No,Authors,Row
Computer graphics : using open GL,006.6 HIL;14,Hill  F S  Kelley  Stephen M ,6
Computer graphics : using open GL,006.6 HIL;15,Hill  F S  Kelley  Stephen M ,6
Computer graphics : using open GL,006.6 HIL;2 R1,Hill  F S,6
Computer graphics : using open GL,006.6 HIL;3,Hill  F S,6
"Computer graphics : using open GL / F S. Kelley, Stephen M. Hill,",006.6 HIL;4 R,Hill  F S  Kelley  Stephen M ,6
"Computer graphics : using open GL / F S. Kelley, Stephen M. Hill,",006.6 HIL;5,Hill  F S  Kelley  Stephen M ,6
"Computer graphics : using open GL / F S. Kelley, Stephen M. Hill,",006.6 HIL;6,Hill  F S  Kelley  Stephen M ,6
Computer graphics : using open GL,006.6 HIL;7 R1,Hill  F S  Kelley  Stephen M ,6
Computer graphics : using open GL,006.6 HIL;8,Hill  F S  Kelley  Stephen M ,6
Computer graphics : using open GL,006.6 HIL;9,Hill  F S  Kelley  Stephen M ,6
"Acting for animators:a complete guide to performance animation / Ed Hooks,Brad Bird,Paul Naas.",006.6 HOO;1 R,Hooks Ed Bird Brad Naas Paul,6
"Franchising :concepts and cases / K R,Jayasimha.Veena yamini B,",006.6 JAY;1 R,K R Jayasimha  K R Veena yamini B ,6
"Franchising :concepts and cases / K R,Jayasimha.Veena yamini B,",006.6 JAY;2 R1,K R Jayasimha  K R Veena yamini B ,6
The animation book:A complete guide to animated filmmaking-from flip books to sound cartoons to 3-d animation / kit Laybourne,006.6 LAY;1 R,Laybourne  kit,6
Advanced graphics programming using open GL,006.6 MCR;1 R,McReynolds  Tom  Blythe  David ,6
"The complete reference maya 8 / Tom Meade,Shinsaku Arima",006.6 MEA;1 R,Meade Tom Arima Shinsaku ,6
Introduction to computer graphics,006.6 MUK;1 R,Mukhopadhyay  Anirban  Chattopadhyay  Arup ,6
Introduction to computer graphics,006.6 MUK;2 R1,Mukhopadhyay  Anirban  Chattopadhyay  Arup ,6
Introduction to computer graphics,006.6 MUK;3,Mukhopadhyay  Anirban  Chattopadhyay  Arup ,6
3d max 9 bible / Kelly L.Murdock,006.6 MUR;1 R,Murdock Kelly L ,6
Developing animation and games using gmax(3d max lite version)bible / Kelly Murdock,006.6 MUR;1 R,Murdock Kelly,6
Character modeling with maya and zbrush professional polygonal modeling techniques / Jason Patnode,006.6 PAT;1 R,Patnode Jason,6
"The art of stop-motion animation / Ken A.Priebe,Mike Johnson",006.6 PRI;1 R,Priebe Ken A Johnson Mike,6
3-D human modeling and animation / Peter Ratner,006.6 RAT;1 R,Ratner  Peter,6
"Special effects:the history and technique / Richard Rickitt,Ray Harryhausen",006.6 RIC;1 R,Rickitt Richard Harryhausen Ray,6
Procedural Elements for Computer Graphics,006.6 ROG;1 R,Rogers  David F,6
Mathematical elements for computer graphics,006.6 ROG;1 R,Rogers  David F  Adams  Alan J ,6
Procedural Elements for Computer Graphics,006.6 ROG;2 R1,Rogers  David F,6
Mathematical elements for computer graphics,006.6 ROG;2 R1,Rogers  David F  Adams  Alan J ,6
Procedural Elements for Computer Graphics,006.6 ROG;3,Rogers  David F,6
Mathematical elements for computer graphics,006.6 ROG;3,Rogers  David F  Adams  Alan J ,6
Procedural Elements for Computer Graphics,006.6 ROG;4,Rogers  David F,6
Mathematical elements for computer graphics,006.6 ROG;4,Rogers  David F  Adams  Alan J ,6
Mathematical elements for computer graphics,006.6 ROG;5,Rogers  David F  Adams  Alan J ,6
Computer graphics,006.6 SHI;1 R,Shirley  Peter  Marschner  Steve ,6
Computer graphics,006.6 SHI;2 R1,Shirley  Peter  Marschner  Steve ,6
Computer graphics,006.6 SIN;1 R,Sinha  Amarendra N  Udai  Arun D ,6
Computer graphics,006.6 SIN;2 R1,Sinha  Amarendra N  Udai  Arun D ,6
Computer graphics,006.6 SIN;3,Sinha  Amarendra N  Udai  Arun D ,6
Graphics programming with turbo Pascal,006.6 TAN;1 R,Tanik  Murat M,6
"The illusion of life disney animation / Frank Thomas,Ollie Johnston",006.6 THO R,Frank Thomas Ollie Johnston,6
"The illusion of life disney animation / Frank Thomas,Ollie Johnston",006.6 THO;1 R,Frank Thomas Ollie Johnston,6
Toonskool advanced animation academy:animation essentials reference books series production process,006.6 TOO,,6
Toonskool advanced animation academy:animation essentials reference books series production process,006.6 TOO,,6
Toonskool advanced animation academy:animation essentials reference books series production process,006.6 TOO,,6
Toonskool advanced animation academy:animation essentials reference books series Digital art(BookI),006.6 TOO,,6
Toonskool advanced animation academy:animation essentials reference books series Digital art(BookI),006.6 TOO.1;1 R,,6
Toonskool advanced animation academy:animation essentials reference books series Digital art(BookI),006.6 TOO.1;2,,6
Toonskool advanced animation academy:animation essentials reference books series Digital art(BookI),006.6 TOO.1;3,,6
Toonskool advanced animation academy:animation essentials reference books series production process,006.6 TOO;1 R,,6
Flash mx in easy steps / Nick Vandome,006.6 VAN;1 R,Vandome Nick,6
The fundamentals of animation / Paul Wells,006.6 WEL;1 R,Wells Paul,6
"Timing for animation / Harold whitaker,John Halas,Tom Sito",006.6 WHI;1 R,whitaker Harold Halas John Sito Tom,6
The animators survival kit / Richard Williams,006.6 WIL;1 R,Williams Richard,6
Animation writing and devellopment from script devellopment to pitch / Jean Ann Wright,006.6 WRI;1 R,Wright Jean Ann,6
Computer Graphics,006.6 XIA;1 R,Xiang  Zhigang  Plastock Roy A  Avadhani  P S ,6
Computer Graphics,006.6 XIA;2 R1,Xiang  Zhigang  Plastock Roy A  Avadhani  P S ,6
Computer Graphics,006.6 XIA;3,Xiang  Zhigang  Plastock Roy A  Avadhani  P S ,6
Computer Graphics,006.6 XIA;4,Xiang  Zhigang  Plastock Roy A  Avadhani  P S ,6
Computer Graphics,006.6 XIA;5,Xiang  Zhigang  Plastock Roy A  Avadhani  P S ,6
Computer Graphics,006.6 XIA;6,Xiang  Zhigang  Plastock  Roy A  Avadhani  P S ,6
Computer Graphics,006.6 XIA;7,Xiang  Zhigang  Plastock  Roy A  Avadhani  P S ,6
Computer graphics,006.6 XIA;8,Xiang  Zhigang  Plastock  Roy A  Avadhani  P S ,6
Computer graphics,006.6 XIA;9,Xiang  Zhigang  Plastock  Roy A  Avadhani  P S ,6
JQuery in action,006.76 BIB;1 R,Bibeault  Bear  Katz  Yehuda  Rosa  De Rosa  Aurelio ,6
JQuery in action,006.76 BIB;2 R1,Bibeault  Bear  Katz  Yehuda  Rosa  De Rosa  Aurelio ,6
JQuery in action,006.76 BIB;3,Bibeault  Bear  Katz  Yehuda  Rosa  De Rosa  Aurelio ,6
JQuery in action,006.76 BIB;4,Bibeault  Bear  Katz  Yehuda  Rosa  De Rosa  Aurelio ,6
JQuery in action,006.76 BIB;5,Bibeault  Bear  Katz  Yehuda  Rosa  De Rosa  Aurelio ,6
Cloud application architectures : building applications and infrastructure in the Cloud,006.76 RES;1 R,Resse  George ,6
Cloud application architectures : building applications and infrastructure in the Cloud,006.76 RES;2 R1,Resse  George ,6
"Real-time computer control : an introduction / Stuart. Bennett,",007.117 BEN;1 R,Bennett  Stuart ,6
Real time computer control an introduction,007.117 BEN;2 R1,Bennett  Sturat ,6
Real time computer control an introduction,007.117 BEN;3,Bennett  Sturat ,6
Real time systems,007.117 JAN;5 R,Jane W S Liu ,6
Real time systems,007.117 JAN;6,Jane W S Liu ,6
"Real time systems / krishna,C. M, Shin,G Kang,",007.117 KRI;1 R,krishna C  M  Shin G Kang ,6
"Real time systems / krishna,C. M, Shin,G Kang,",007.117 KRI;2 R1,krishna C  M  Shin G Kang ,6
Real time systems,007.117 KRI;3,krishna  C M  Shin  G Kang ,6
Real time systems,007.117 KRI;4,krishna  C M  Shin  G Kang ,6
Real time systems,007.117 KRI;5,krishna  C M  Shin  G Kang ,6
Real time systems,007.117 KRI;6,krishna  C M  Shin  G Kang ,6
Real time systems,007.117 KRI;7,krishna  C M  Shin  G Kang ,6
Real time systems,007.117 KRI;8,krishna  C M  Shin  G Kang ,6
"Real-time systems / Jane W S. Liu,",007.117 LIU;1 R,Liu  Jane W S ,6
"Real-time systems / Jane W S. Liu,",007.117 LIU;2 R1,Liu  Jane W S ,6
Real-time systems,007.117 LIU;3,Liu  Jane W S ,6
Real-time systems,007.117 LIU;4,Liu  Jane W S ,6
Real time systems,007.117 LIU;7,Liu  Jane W S ,6
Real time systems,007.117 LIU;8,Liu  Jane W S ,6
"Real time systems development / Rob. Williams,",007.117 WIL;1 R,Williams  Rob ,6
"Real time system design and analysis / Philip A Laplante,",007.11702 LAP;1 R,Laplante  Philip A,6
"Real time system design and analysis / Philip A Laplante,",007.11702 LAP;2 R1,Laplante  Philip A,6
"Real time system design and analysis / Philip A Laplante,",007.11702 LAP;3,Laplante  Philip A,6
"Real time system design and analysis / Philip A Laplante,",007.11702 LAP;4,Laplante  Philip A,6
"Real time system design and analysis / Philip A Laplante,",007.11702 LAP;5,Laplante  Philip A ,6
"Real time system design and analysis / Philip A Laplante,",007.11702 LAP;6,Laplante  Philip A ,6
Real time system design and analysis,007.11702 LAP;7,Laplante  Philip A ,6
Real time system design and analysis,007.11702 LAP;8,Laplante  Philip A ,6
"Technical communication : principle and practice / Raman. Sharma, Sangeeta Meenakshi",029.95 MEE;10,Meenakshi Raman  Sharma  Sangeeta,6
"Technical communication : principle and practice / Raman. Sharma, Sangeeta Meenakshi",029.95 MEE;11,Meenakshi Raman  Sharma  Sangeeta,6
Technical communication: principles and practice,029.95 MEE;12 R,Meenakshi Raman  Sharma  Sangeeta ,6
Technical communication: principles and practice,029.95 MEE;13 R1,Meenakshi Raman  Sharma  Sangeeta ,6
Technical communication: principles and practice,029.95 MEE;14,Meenakshi Raman  Sharma  Sangeeta ,6
Technical communication: principles and practice,029.95 MEE;15,Meenakshi Raman  Sharma  Sangeeta ,6
Technical Communication Principles and Practice,029.95 MEE;2,Meenakshi Raman Sharma Sangeeta,6
Technical Communication Principles and Practice,029.95 MEE;3,Meenakshi Raman Sharma Sangeeta,6
Technical Communication Principles and Practice,029.95 MEE;4,Meenakshi Raman Sharma Sangeeta,6
Technical Communication Principles and Practice,029.95 MEE;5,Meenakshi Raman Sharma Sangeeta,6
"Technical communication : principle and practice / Raman. Sharma, Sangeeta Meenakshi",029.95 MEE;6 R,Meenakshi Raman  Sharma  Sangeeta,6
"Technical communication : principle and practice / Raman. Sharma, Sangeeta Meenakshi",029.95 MEE;7,Meenakshi Raman  Sharma  Sangeeta,6
"Technical communication : principle and practice / Raman. Sharma, Sangeeta Meenakshi",029.95 MEE;8,Meenakshi Raman  Sharma  Sangeeta,6
"Technical communication : principle and practice / Raman. Sharma, Sangeeta Meenakshi",029.95 MEE;9,Meenakshi Raman  Sharma  Sangeeta,6
Technical Communication Principles and Practice,029.95 MEE;R1,Meenakshi Raman Sharma Sangeeta,6
Effective Technical Communication,029.95 RIZ,Rizvi  Ashraf M ,6
Effective Technical Communication,029.95 RIZ;1 R,Rizvi  Ashraf M ,6
Effective Technical Communication,029.95 RIZ;2,Rizvi  Ashraf M ,6
Effective Technical Communication,029.95 RIZ;3 R1,Rizvi  Ashraf M ,6
Effective technical communication,029.95 RIZ;5,Rizvi  Ashraf M ,6
Effective technical communication,029.95 RIZ;6,Rizvi  Ashraf M ,6
Effective technical communication,029.95 RIZ;7,Rizvi  Ashraf M ,6
Effective technical communication,029.95 RIZ;8,Rizvi  Ashraf M ,6
Engineering ethics,174.9 GOV;1 R,Govindarajan  M  Natarajan  S  Senthil Kumar  V S ,6
Engineering Ethics,174.9 GOV;10,Govindarajan  M  Natarajan  S  Senthil Kumar  V S ,6
Engineering Ethics,174.9 GOV;11,Govindarajan  M  Natarajan  S  Senthil Kumar  V S ,6
Engineering ethics,174.9 GOV;2 R1,Govindarajan  M  Natarajan  S  Senthil Kumar  V S ,6
Engineering ethics,174.9 GOV;3,Govindarajan  M  Natarajan  S  Senthil Kumar  V S ,6
Engineering ethics,174.9 GOV;4,Govindarajan  M  Natarajan  S  Senthil Kumar  V S ,6
Engineering ethics,174.9 GOV;5,Govindarajan  M  Natarajan  S  Senthil Kumar  V S ,6
Engineering ethics,174.9 GOV;6,Govindarajan  M  Natarajan  S  Senthil Kumar  V S ,6
Engineering Ethics,174.9 GOV;7,Govindarajan  M  Natarajan  S  Senthil Kumar  V S ,6
Engineering Ethics,174.9 GOV;8,Govindarajan  M  Natarajan  S  Senthil Kumar  V S ,6
Engineering Ethics,174.9 GOV;9,Govindarajan  M  Natarajan  S  Senthil Kumar  V S ,6
Engineering ethics concepts and cases,174.9 HAR;1,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;1 R,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;10,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;11,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;12,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;13,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;14,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;15,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;16,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;17,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;18,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;19,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;2 R1,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;20,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;21 R,Harris  Charles E  Pritchard  Michael S  Rabins  Michael J ,6
Engineering ethics concepts and cases,174.9 HAR;22 R1,Harris  Charles E  Pritchard  Michael S  Rabins  Michael J ,6
Engineering ethics concepts and cases,174.9 HAR;23,Harris  Charles E  Pritchard  Michael S  Rabins  Michael J ,6
Engineering ethics concepts and cases,174.9 HAR;24,Harris  Charles E  Pritchard  Michael S  Rabins  Michael J ,6
Engineering ethics concepts and cases,174.9 HAR;25,Harris  Charles E  Pritchard  Michael S  Rabins  Michael J ,6
Engineering ethics concepts and cases,174.9 HAR;3,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;4,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;5,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;6,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;7,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;8,Harris  charles E  Pritchard Michael ,6
Engineering ethics concepts and cases,174.9 HAR;9,Harris  charles E  Pritchard Michael ,6
Ethics in engineering,174.9 MAR,Martin  Mike W  Schinzinger  Roland ,6
Ethics in engineering,174.9 MAR R,Martin  Mike W  Schinzinger  Roland ,6
Ethics in engineering,174.9 MAR;1 R,Martin  Mike W  Schinzinger  Roland ,6
Ethics in engineering,174.9 MAR;2,Martin  Mike W  Schinzinger  Roland ,6
Ethics in engineering,174.9 MAR;5,Martin  Mike W  Schinzinger  Roland ,6
Ethics in engineering,174.9 MAR;6,Martin  Mike W  Schinzinger  Roland ,6
Ethics in Information Technology,174.9 REY;1 R,Reynolds  George,6
"Ethics in Information Technology / Reynolds, George",174.9 REY;10,Reynolds  George,6
"Ethics in Information Technology / Reynolds, George",174.9 REY;11,Reynolds  George,6
"Ethics in Information Technology / Reynolds, George",174.9 REY;12,Reynolds  George,6
"Ethics in Information Technology / Reynolds, George",174.9 REY;13,Reynolds  George,6
"Ethics in Information Technology / Reynolds, George",174.9 REY;14,Reynolds  George,6
"Ethics in Information Technology / Reynolds, George",174.9 REY;15 R,Reynolds  George,6
Ethics in Information Technology,174.9 REY;2,Reynolds  George,6
Ethics in Information Technology,174.9 REY;3,Reynolds  George,6
Ethics in Information Technology,174.9 REY;4,Reynolds  George,6
Ethics in Information Technology,174.9 REY;5,Reynolds  George,6
"Ethics in Information Technology / Reynolds, George",174.9 REY;6 R1,Reynolds  George,6
"Ethics in Information Technology / Reynolds, George",174.9 REY;7,Reynolds  George,6
"Ethics in Information Technology / Reynolds, George",174.9 REY;8,Reynolds  George,6
"Ethics in Information Technology / Reynolds, George",174.9 REY;9,Reynolds  George,6
Fundamentals of ethics for scientists and engineers,174.9 SEE;1 R,SeeBauer  Edmund G  Barry  Robert L ,6
Fundamentals of ethics for scientists and engineers,174.9 SEE;2,SeeBauer  Edmund G  Barry  Robert L ,6
Fundamentals of ethics for scientists and engineers,174.9 SEE;3,SeeBauer  Edmund G  Barry  Robert L ,6
Fundamentals of ethics for scientists and engineers,174.9 SEE;4,SeeBauer  Edmund G  Barry  Robert L ,6
Fundamentals of ethics for scientists and engineers,174.9 SEE;5,SeeBauer  Edmund G  Barry  Robert L ,6
"Remade in india :political modernization in the india context /Abel,A,",323.054 ABE;1 R,Abel A ,6
"Remade in india :political modernization in the india context /Abel,A,",323.054 ABE;1 R1,Abel A ,6
"Energy security in india :current scenario / Alagiri,dhandapani,",323.054 ALA;1 R,Alagiri dhandapani ,6
"Energy security in india :current scenario / Alagiri,dhandapani,",323.054 ALA;2 R1,Alagiri dhandapani ,6
Introduction to the Constitution of India,323.054 BAS;1 R,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;10,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;11,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;12,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;13,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;14,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;15,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;16,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;17,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;18,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;19,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;2 R1,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;20,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;21,Basu  Durga Das,6
"Introduction to the Constitution of India/ Basu, Durga Das",323.054 BAS;22 R,Basu  Durga Das,6
"Introduction to the Constitution of India/ Basu, Durga Das",323.054 BAS;23 R1,Basu  Durga Das,6
"Introduction to the Constitution of India/ Basu, Durga Das",323.054 BAS;24,Basu  Durga Das,6
"Introduction to the Constitution of India/ Basu, Durga Das",323.054 BAS;25,Basu  Durga Das,6
"Introduction to the Constitution of India/ Basu, Durga Das",323.054 BAS;26,Basu  Durga Das,6
"Introduction to the Constitution of India/ Basu, Durga Das",323.054 BAS;27,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;3,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;4,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;5,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;6,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;7,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;8,Basu  Durga Das,6
Introduction to the Constitution of India,323.054 BAS;9,Basu  Durga Das,6
Intrduction to Constitution of India,323.054 DAS,Das Durga B,6
Intrduction to Constitution of India,323.054 DAS,Das Durga B,6
Intrduction to Constitution of India,323.054 DAS,Das Durga B,6
Intrduction to Constitution of India,323.054 DAS,Das Durga B,6
Intrduction to Constitution of India,323.054 DAS,Das Durga B,6
Intrduction to Constitution of India,323.054 DAS,Das Durga B,6
Intrduction to Constitution of India,323.054 DAS,Das Durga B,6
Intrduction to Constitution of India,323.054 DAS,Das Durga B,6
Constitution of India,323.054 DUR;22,Durga Das  Basu,6
"Freedom of information :people's right / Khadpekar,Nirmala Rao,",323.054 KHA;1 R,Khadpekar Nirmala Rao ,6
Constitution of India and professional ethics,323.054 PHA;1 R,Phaneesh  K R,6
"Separation of powers:global perspectivies / Prabhakar,M,",323.054 PRA;1 R,Prabhakar M ,6
India's Constitution,323.054 PYL;1 R,Pylee  M V,6
An Introduction to the Constitution of India,323.054 PYL;1 R,Pylee  M V,6
An Introduction to the Constitution of India,323.054 PYL;2 R1,Pylee  M V,6
An Introduction to the Constitution of India,323.054 PYL;3,Pylee  M V,6
An Introduction to the Constitution of India,323.054 PYL;4,Pylee  M V,6
An Introduction to the Constitution of India,323.054 PYL;5,Pylee  M V,6
Constitution of India and Professional Ethics.,323.054 RAJ;1 R,Raja Ram M,6
Constitution of India and Professional Ethics.,323.054 RAJ;10,Raja Ram M,6
Constitution of India and Professional Ethics.,323.054 RAJ;11,Raja Ram M,6
Constitution of India and Professional Ethics.,323.054 RAJ;12,Raja Ram M,6
Constitution of India and Professional Ethics.,323.054 RAJ;13,Raja Ram M,6
"Constitution of India and Professional Ethics / Ram, M, Raja,",323.054 RAJ;13 R,Ram  M  Raja ,6
Constitution of India and Professional Ethics.,323.054 RAJ;14,Raja Ram M,6
"Constitution of India and Professional Ethics / Ram, M, Raja,",323.054 RAJ;14 R1,Ram  M  Raja ,6
Constitution of India and Professional Ethics.,323.054 RAJ;15,Raja Ram M,6
"Constitution of India and Professional Ethics / Ram, M, Raja,",323.054 RAJ;15,Ram  M  Raja ,6
"Constitution of India and Professional Ethics / Ram, M, Raja,",323.054 RAJ;16,Ram  M  Raja ,6
"Constitution of India and Professional Ethics / Ram, M, Raja,",323.054 RAJ;17,Ram  M  Raja ,6
"Constitution of India and Professional Ethics / Ram, M, Raja,",323.054 RAJ;18,Ram  M  Raja ,6
"Constitution of India and Professional Ethics / Ram, M, Raja,",323.054 RAJ;19,Ram  M  Raja ,6
Constitution of India and Professional Ethics.,323.054 RAJ;2,Raja Ram M,6
"Constitution of India and Professional Ethics / Ram, M, Raja,",323.054 RAJ;20,Ram  M  Raja ,6
"Constitution of India and Professional Ethics / Ram, M, Raja,",323.054 RAJ;21,Ram  M  Raja ,6
"Constitution of India and Professional Ethics / Ram, M, Raja,",323.054 RAJ;22,Ram  M  Raja ,6
Constitution of India and professional ethics : as per latest VTU syllabus,323.054 RAJ;23 R,Raja Ram  M ,6
Constitution of India and Professional Ethics.,323.054 RAJ;3,Raja Ram M,6
Constitution of India and Professional Ethics.,323.054 RAJ;4,Raja Ram M,6
Constitution of India and Professional Ethics.,323.054 RAJ;5,Raja Ram M,6
Constitution of India and Professional Ethics.,323.054 RAJ;6,Raja Ram M,6
Constitution of India and Professional Ethics.,323.054 RAJ;7,Raja Ram M,6
Constitution of India and Professional Ethics.,323.054 RAJ;8,Raja Ram M,6
Constitution of India and Professional Ethics.,323.054 RAJ;9,Raja Ram M,6
"Constitution of India and professional ethics : common to all branches of VTU / B S. Yaji, R K Raman,",323.054 RAM;1 R,Raman  B S  Yaji  R K,6
"Uttaranchal : the state on the move / V V Ramani.Sujata,Patnaik,",323.054 RAM;1 R,Ramani  V V Sujata Patnaik ,6
"Uttaranchal : the state on the move / V V Ramani.Sujata,Patnaik,",323.054 RAM;2,Ramani  V V Sujata Patnaik ,6
Constitution of India and Professional ethics,323.054 RED;1 R,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;10,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;11,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;12,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;13,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;14,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;15,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;16,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;17,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;18,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;19,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;2,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;20,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;21,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;22,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;23,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;3,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;4,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;5,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;6,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;7,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;8,Reddy  Balaveera K,6
Constitution of India and Professional ethics,323.054 RED;9,Reddy  Balaveera K,6
Constitution For 21st Century India,323.054 SAS;1 R,Sastry Kambhampati S,6
Introdution to the constitution of India / Sharma.Brij Kishore,323.054 SHA;1 R,Sharma Brij Kishore,6
Introdution to the constitution of India / Sharma.Brij Kishore,323.054 SHA;2 R1,Sharma Brij Kishore,6
Introdution to the constitution of India / Sharma.Brij Kishore,323.054 SHA;3,Sharma Brij Kishore,6
Introdution to the constitution of India / Sharma.Brij Kishore,323.054 SHA;4,Sharma Brij Kishore,6
Introdution to the constitution of India / Sharma.Brij Kishore,323.054 SHA;5,Sharma Brij Kishore,6
Introdution to the constitution of India / Sharma.Brij Kishore,323.054 SHA;6,Sharma Brij Kishore,6
Introdution to the constitution of India,323.054 SHA;8 R,Sharma  Brij Kishore ,6
Introdution to the constitution of India,323.054 SHA;9,Sharma  Brij Kishore ,6
"Constitution of India / V N, Singh, Mahendra P, Shukla,",323.054 SHU;1 R,Shukla  V N  Singh  Mahendra P,6
"Constitution of India / V N, Singh, Mahendra P, Shukla,",323.054 SHU;10,Shukla  V N  Singh  Mahendra P,6
"Constitution of India / V N, Singh, Mahendra P, Shukla,",323.054 SHU;11,Shukla  V N  Singh  Mahendra P,6
"Constitution of India / V N, Singh, Mahendra P, Shukla,",323.054 SHU;12,Shukla  V N  Singh  Mahendra P,6
"Constitution of India / V N, Singh, Mahendra P, Shukla,",323.054 SHU;2 R1,Shukla  V N  Singh  Mahendra P,6
"Constitution of India / V N, Singh, Mahendra P, Shukla,",323.054 SHU;3,Shukla  V N  Singh  Mahendra P,6
"Constitution of India / V N, Singh, Mahendra P, Shukla,",323.054 SHU;4,Shukla  V N  Singh  Mahendra P,6
"Constitution of India / V N, Singh, Mahendra P, Shukla,",323.054 SHU;5,Shukla  V N  Singh  Mahendra P,6
"Constitution of India / V N, Singh, Mahendra P, Shukla,",323.054 SHU;6,Shukla  V N  Singh  Mahendra P,6
"Constitution of India / V N, Singh, Mahendra P, Shukla,",323.054 SHU;7,Shukla  V N  Singh  Mahendra P,6
"Constitution of India / V N, Singh, Mahendra P, Shukla,",323.054 SHU;8,Shukla  V N  Singh  Mahendra P,6
"Constitution of India / V N, Singh, Mahendra P, Shukla,",323.054 SHU;9,Shukla  V N  Singh  Mahendra P,6
Discrete mathematics : a concept based approach,510 ANA;1 R,Anami  Basavaraj S ,7
Discrete mathematics : a concept based approach,510 ANA;2 R1,Anami  Basavaraj S ,7
Discrete mathematics : a concept based approach,510 ANA;3,Anami  Basavaraj S ,7
Discrete mathematics : a concept based approach,510 ANA;4,Anami  Basavaraj S ,7
Statics : for B.A/B.Sc students and competitive examinations,510 BAL;1 R,Bali  N P,7
Real analysis ; B A/B.sc students,510 BAL;1 R,Bali  N P,7
Real analysis ; B A/B.sc students,510 BAL;2 R1,Bali  N P,7
Real analysis ; B A/B.sc students,510 BAL;3,Bali  N P,7
